16777216,16777471,-27.46794,153.02809
16777472,16778239,26.06139,119.30611
16778240,16778495,-37.814,144.96332
16778496,16779007,-33.86785,151.20732
16779008,16779263,-37.814,144.96332
16779264,16781311,23.11667,113.25
16781312,16785407,35.689506,139.6917
16785408,16793599,23.11667,113.25
16793600,16809983,34.38528,132.45528
16809984,16810239,18.07861,98.035
16810240,16810495,13.75,100.51667
16810496,16810751,15.78164,99.51864
16810752,16811007,17.05157,104.67709
16811008,16811263,13.51824,99.95469
16811264,16812031,13.41456,100.00264
17406720,17406975,2.0442,102.5689
17406976,17407231,3.10726,101.60671
17407232,17407487,3.033333,101.716667
17407488,17407743,3.239026,101.650869
17407744,17408255,3.1412,101.68653
17408256,17408511,6.13328,102.2386
17408512,17408767,3.4836,103.3996
17408768,17409023,3.1412,101.68653
17409024,17409279,3.4836,103.3996
17409280,17409535,5.3302,103.1408
17409536,17410047,3.8077,103.326
17410048,17410559,3.1412,101.68653
17410560,17410815,4.8823,101.9644
17410816,17411583,3.1412,101.68653
17411584,17411839,3.013086,101.613804
17411840,17412095,2.9225,101.655
17412096,17412351,5.41123,100.33543
17412352,17412607,3.03333,101.75
17412608,17412863,5.647,100.48772
17412864,17413119,1.53333,103.66667
17413120,17413375,2.81667,101.5
17413376,17413631,1.6,103.81667
17413632,17413887,1.444179,103.648716
17413888,17414143,3.19862,101.686864
17414144,17414399,1.6,103.81667
17414400,17414655,3.08507,101.53281
17414656,17414911,5.81717,100.47381
17414912,17415423,3.03333,101.45
17415424,17415679,3.08507,101.53281
17415680,17415935,3.1412,101.68653
17415936,17416191,5.3302,103.1408
17416192,17416447,3.1412,101.68653
17416448,17416959,5.9749,116.0724
17416960,17417215,3.1412,101.68653
17417216,17417471,3.16667,113.03333
17417472,17417727,3.1412,101.68653
17417728,17417983,5.9749,116.0724
17417984,17418239,1.55,110.33333
17418240,17418495,4.4148,114.0089
17418496,17418751,1.55,110.33333
17418752,17419007,3.08507,101.53281
17419008,17419263,3.1412,101.68653
17419264,17419519,3.03333,101.45
17419520,17419775,3.10726,101.60671
17419776,17420031,4.4148,114.0089
17420032,17420287,5.8402,118.1179
17420288,17420543,3.8077,103.326
17420544,17420799,2.205692,102.256136
17420800,17421055,2.8033,101.7972
17421056,17421311,3.1412,101.68653
17421312,17421567,2.3804,102.2089
17421568,17421823,1.6561,103.6032
17421824,17422335,3.1412,101.68653
17422336,17422591,2.65,101.7
17422592,17423871,3.1412,101.68653
17423872,17424127,5.9749,116.0724
17424128,17424383,1.55,110.33333
17424384,17424639,3.1412,101.68653
17424640,17425151,3.033333,101.716667
17425152,17430015,3.1412,101.68653
17430016,17430271,1.8278,103.3
17430272,17432575,3.1412,101.68653
17432576,17434623,23.11667,113.25
17434624,17435135,26.06139,119.30611
17435136,17435391,-27.46794,153.02809
18278144,18278399,18.61667,73.8
18278400,18278911,21.16667,72.83333
18278912,18279167,12.97623,77.60329
18279168,18279423,21.23333,81.63333
18279424,18279935,25.33333,83
18279936,18280191,19.01441,72.84794
18280192,18280447,25.33333,83
18280448,18281215,25.45,81.85
18281216,18281471,28.63576,77.22445
18281472,18281727,28.68333,77.06667
18281728,18281983,28.46667,77.03333
18281984,18282239,28.66667,77.21667
18282240,18282495,28.46667,77.03333
18282496,18282751,21.15,79.1
18282752,18283007,28.63576,77.22445
18283008,18283263,19.2,72.96667
18283264,18283519,28.98333,77.7
18283520,18284031,21.23333,81.63333
18284032,18284287,25.33333,83
18284288,18284543,21.23333,81.63333
18284544,18284799,28.98333,77.7
18284800,18285055,11,76.96667
18285056,18285311,17.88333,83.43333
18285312,18285567,12.97623,77.60329
18285568,18285823,18.6,73.91667
18285824,18286079,26.91667,75.81667
18286080,18286335,17.37528,78.47444
18286336,18286591,12.97623,77.60329
18286592,18287103,13.1075,77.60028
18287104,18287359,12.97623,77.60329
18287360,18287615,13.1075,77.60028
18287616,18287871,17.37528,78.47444
18287872,18288383,12.97623,77.60329
18288384,18288639,22.71792,75.8333
18288640,18288895,13.08784,80.27847
18288896,18289151,12.97611,80.18361
18289152,18289407,12.97139,80.24722
18289408,18289663,13.08784,80.27847
18289664,18289919,12.89972,80.16778
18289920,18290431,12.97139,80.24722
18290432,18290687,12.97611,80.18361
18290688,18290943,12.97623,77.60329
18290944,18291199,12.97139,80.24722
18291200,18291455,13.09833,80.16222
18291456,18291711,19.2,72.96667
1150229504,1150229759,39.76861,-94.84663
1150229760,1150230015,38.98223,-94.67079
1150230016,1150230271,35.96064,-83.92074
1150230272,1150230527,39.75895,-84.19161
1150230528,1150230783,37.98869,-84.47772
1150230784,1150231039,37.54557,-97.26893
1150231040,1150231295,34.22573,-77.94471
1150231296,1150231551,41.13394,-81.48456
1150231552,1150231807,33.66946,-117.82311
1150231808,1150232063,32.77657,-79.93092
1150232064,1150232319,35.080583,-83.081188
1150232320,1150232575,42.19454,-71.83563
1150232576,1150232831,35.96064,-83.92074
1150232832,1150233087,36.370092,-83.196031
1150233088,1150233343,26.0112,-80.14949
1150233344,1150233599,37.33939,-121.89496
1150233600,1150233855,39.99754,-85.74664
1150233856,1150234111,35.25064,-91.73625
1150234112,1150234367,35.22709,-80.84313
1150234368,1150234623,39.95559,-86.01387
1150234624,1150234879,35.22257,-97.43948
1150234880,1150235135,29.971942,-81.427897
1150235136,1150235647,35.22709,-80.84313
1150235648,1150235903,40.12617,-82.92907
1150235904,1150236159,34.22573,-77.94471
1150236160,1150236415,34.68344,-82.83737
1150236416,1150236671,34.93873,-82.22706
1150236672,1150236927,34.74648,-92.28959
1150236928,1150237183,34.86742,-82.312671
1150237184,1150237439,39.162,-84.45689
1150237440,1150237695,35.7721,-78.63861
1150237696,1150237951,38.51311,-90.43595
1150237952,1150238207,38.63222,-90.77833
1150238208,1150238719,38.62727,-90.19789
1150238720,1150238975,37.69224,-97.33754
1150238976,1150239231,39.36006,-84.30994
1150239232,1150239743,32.77657,-79.93092
1150239744,1150239999,39.11417,-94.62746
1150240000,1150240255,38.98223,-94.67079
1150240256,1150240511,38.61557,-95.26775
1150240512,1150240767,38.98223,-94.67079
1150240768,1150241023,36.0397,-114.98194
1150241024,1150241279,30.45075,-91.15455
1150241280,1150241535,30.33218,-81.65565
1150241536,1150241791,29.95465,-90.07507
1150241792,1150242047,36.16589,-86.78444
1150242048,1150242303,34.00071,-81.03481
1239949824,1239950079,29.48607,-95.508
1239950080,1239950335,29.61968,-95.63495
1239950336,1239950847,29.92712,-95.62672
1239950848,1239952639,29.76328,-95.36327
1239952640,1239952895,29.38384,-94.9027
1239952896,1239953151,29.76328,-95.36327
1239953152,1239953407,29.78967,-95.50355
1239953408,1239953919,29.771579,-95.701043
1239953920,1239954175,29.96911,-95.69717
1239954176,1239954431,29.771579,-95.701043
1239954432,1239955455,29.76328,-95.36327
1239955456,1239955967,39.94782,-74.91168
1239955968,1239956991,29.61968,-95.63495
1239956992,1239957247,29.76328,-95.36327
1239957248,1239957503,30.09716,-95.61605
1239957504,1239957759,29.76328,-95.36327
1239957760,1239958015,30.15799,-95.48938
1239958016,1239958271,29.99883,-95.1766
1239958272,1239958527,29.99883,-95.26216
1239958528,1239959039,29.69106,-95.2091
1239959040,1239959295,29.59412,-95.68078
1239959296,1239959551,29.61968,-95.63495
1239959552,1239959807,29.93244,-95.38021
1239959808,1239960063,29.30135,-94.7977
1239960064,1239960831,29.69106,-95.2091
1239960832,1239961087,29.76328,-95.36327
1239961088,1239961343,30.16022,-95.44438
